context_locale,ip_address,context_page_referring_domain,id,context_app_namespace,context_library_name,context_app_version,total_returns,context_destination_id,event,anonymous_id,timezone,browser,context_source_type,context_screen_inner_width,user_id,network_type,os,region,isp,event_text,context_session_id,fd_name,investment_amount,context_screen_inner_height,context_screen_width,context_destination_type,context_library_version,context_user_agent,eligible_for_women,context_page_initial_referring_domain,fd_type,original_timestamp,sent_at,device_orientation,city,timestamp,uuid_ts,context_page_url,context_app_name,context_timezone,context_source_id,tenure,device_type,context_ip,country,context_page_path,context_page_initial_referrer,received_at,total_interest,context_request_ip,eligible_for_sr_citizen,context_page_referrer,context_screen_density,channel,context_page_tab_url,context_page_title,context_screen_height,name,term,context_session_start,referrer,source,adgroup,fbclid,campaign,adset,medium,placement,device,utm_search,content,gclid,creative,context_page_search,context_campaign_name,context_campaign_source,context_campaign_medium,exp_version,application,gc_name,external_user_id,gc_id,path,product_sub_category,rfq_enabled,extra_return_eligible,financial_product_type,url,product_category,cta_text,kyc_status,amo,irr,obpp_kyc_status,ucc_status,quantities_selected,fd_kyc_status,context_app_install_type,asset_logo,asset_description,mf_investment_type,mf_kyc_status,asset_id,infinite,clicked_with_infinite,infinite_schema_version,infinite_extra_returns,version,country_code,context_campaign_referrer,invested_investor,venue,context_campaign_content,referrer_page,page,experiment_variant,experiment_name,experiment_treatment_percentage,experiment_bucket,investment_source,experiment_skip_asset_details_page_bucket,experience_type,experiment_skip_checkout_experiment_bucket,page_source,asset_category,experiment_skip_checkout_experiment_variant,experiment_skip_asset_details_page_variant,cohort_type,context_traits_obpp_kyc_status,context_traits_gc_id,context_traits_investment_status,investment_status,context_traits_external_user_id,context_traits_gc_name
en-US,ip_9d435d4e42,,e7b177b6-9e2a-47c5-986d-860c8306be5a,com.rudderlabs.javascript,RudderLabs JavaScript SDK,3.11.17,,1zPDwwVTM2IViEcrnPu1ijq5MB9,invest_now_button_clicked,c64cf34f-1642-4e6f-bbfa-2cc3635d3171,Asia/Kolkata,Chrome,Javascript,411,755698,4g,Android,Uttarakhand,Bharti Airtel Ltd. AS for GPRS Service,Invest Now Button Clicked,1778673145751.0,,99829,840,412,POSTGRES,3.11.17,"Mozilla/5.0 (Linux; Android 16; Pixel 8 Build/CP1A.260405.005; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/147.0.7727.137 Mobile Safari/537.36",,,,2026-05-13T17:26:07.566+05:30,2026-05-13T17:26:07.57+05:30,Portrait,Dehradun,2026-05-13T17:26:08.199+05:30,2026-05-13T17:30:27.143+05:30,https://www.gripinvest.in/assets/bonds?filter=explore-short-tenure-deals,RudderLabs JavaScript SDK,GMT+0530,1zPBioi9zJvy4kIey0DcD3upWe6,1,Phone,ip_9d435d4e42,India,/assets/bonds,$direct,2026-05-13T17:26:08.203+05:30,,ip_9d435d4e42,,$direct,2,web,https://www.gripinvest.in/assets/bonds?filter=explore-short-tenure-deals,,915,Not received,Not received,,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,,Not received,Not received,Not received,?filter=explore-short-tenure-deals,,,,,Mobile App,,,,/assets,Corporate Bonds,True,,Bonds,https://www.gripinvest.in/assets/bonds?filter=explore-short-tenure-deals,Corporate Bonds,,True,True,9.25,True,,1.0,True,npm,https://s3.ap-south-1.amazonaws.com/docs.gripinvest.in/production/asset/2318/website/logo/spandana3x.png,Spandana Sphoorty Financial Limited,,,2634,not eligible,False,1.0,,IPv4,IN,,True,GRIP,,/assets,/assets/bonds,,,,,quick_checkout,26.0,quick_checkout,,asset_type_list,bond,not_eligible,treatment,unknown,True,,True,True,,
en-IN,ip_61dc3785e2,,a69fab28-53a4-43bb-a1bd-50c849c8327f,com.rudderlabs.javascript,RudderLabs JavaScript SDK,3.11.17,,1zPDwwVTM2IViEcrnPu1ijq5MB9,invest_now_button_clicked,e26c4d8d-2b5a-46a9-a0c8-f051ddfe9e03,Asia/Kolkata,Chrome,Javascript,411,975434,4g,Android,Gujarat,Vodafone Idea Ltd,Invest Now Button Clicked,1778673331919.0,,207144,832,412,POSTGRES,3.11.17,"Mozilla/5.0 (Linux; Android 13; SM-M526B Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/147.0.7727.138 Mobile Safari/537.36",,www.gripinvest.in,,2026-05-13T17:26:12.782+05:30,2026-05-13T17:26:12.783+05:30,Portrait,Rajkot,2026-05-13T17:26:13.173+05:30,2026-05-13T17:30:27.143+05:30,https://www.gripinvest.in/assetdetails/moneyboxx-finance-ltd./ncd/rcbmbx260501/2629?from=qc,RudderLabs JavaScript SDK,GMT+0530,1zPBioi9zJvy4kIey0DcD3upWe6,22,Phone,ip_61dc3785e2,India,/assetdetails/moneyboxx-finance-ltd./ncd/rcbmbx260501/2629,https://www.gripinvest.in/,2026-05-13T17:26:13.174+05:30,,ip_61dc3785e2,,$direct,2,web,https://www.gripinvest.in/assetdetails/moneyboxx-finance-ltd./ncd/rcbmbx260501/2629?from=qc,Grow your wealth,915,Not received,Not received,,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,?utm_source=IN_APP&utm_medium=Marketing&utm_campaign=LOTW-Kanakadurga-Invested,Not received,Not received,Not received,?from=qc,,,,,Mobile App,,,,/assets/bonds,Corporate Bonds,True,,Bonds,https://www.gripinvest.in/assetdetails/moneyboxx-finance-ltd./ncd/rcbmbx260501/2629?from=qc,Corporate Bonds,,True,True,10.75,True,False,3.0,True,npm,https://s3.ap-south-1.amazonaws.com/docs.gripinvest.in/production/asset/2629/website/logo/moneyboxx.png,Moneyboxx Finance Ltd.,,,2629,not eligible,False,1.0,,IPv4,IN,,True,GRIP,,/assets/bonds,/assetdetails/moneyboxx-finance-ltd./ncd/rcbmbx260501/2629,,,,,asset_detail_page,54.0,quick_checkout,,asset_type_list,bond,not_eligible,treatment,unknown,True,,True,True,,
en-us,ip_2833757dee,www.gripinvest.in,309f4ad7-942a-40bf-b96f-0a9c3b20a93b,com.rudderlabs.javascript,RudderLabs JavaScript SDK,3.11.17,,1zPDwwVTM2IViEcrnPu1ijq5MB9,invest_now_button_clicked,59505d83-2802-4540-87ed-da12c551aad0,Asia/Kolkata,Chrome,Javascript,327,1135510,4g,Android,Tamil Nadu,Reliance Jio Infocomm Limited,Invest Now Button Clicked,1778673243546.0,,100797,586,328,POSTGRES,3.11.17,"Mozilla/5.0 (Linux; Android 16; V2511 Build/BP2A.250605.031.A3_V000L1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/148.0.7778.120 Mobile Safari/537.36",,,,2026-05-13T17:27:37.884+05:30,2026-05-13T17:27:37.885+05:30,Portrait,Coimbatore,2026-05-13T17:27:38.282+05:30,2026-05-13T17:30:27.143+05:30,https://www.gripinvest.in/assetdetails/navi-finserv/bonds/rcbnf260401/2540,RudderLabs JavaScript SDK,GMT+0530,1zPBioi9zJvy4kIey0DcD3upWe6,20,Phone,ip_2833757dee,India,/assetdetails/navi-finserv/bonds/rcbnf260401/2540,$direct,2026-05-13T17:27:38.283+05:30,,ip_2833757dee,,https://www.gripinvest.in/external-ui/f32d7bcc-3dcf-4904-a7dc-bd9a5e683433?partner_id=PAR00394IFA&utm_source=ET+money&utm_medium=connect&utm_campaign=gc,3,web,https://www.gripinvest.in/assetdetails/navi-finserv/bonds/rcbnf260401/2540,Grow your wealth,725,Not received,Not received,,Not received,ET money,Not received,Not received,gc,Not received,connect,Not received,Not received,?partner_id=PAR00394IFA&utm_source=ET+money&utm_medium=connect&utm_campaign=gc,Not received,Not received,Not received,,,,,,Website,ET money,W79CIYLC,394.0,/assets,Corporate Bonds,True,,Bonds,https://www.gripinvest.in/assetdetails/navi-finserv/bonds/rcbnf260401/2540,Corporate Bonds,,True,True,10.75,True,,10.0,True,npm,https://s3.ap-south-1.amazonaws.com/docs.gripinvest.in/production/asset/1509/website/logo/navinewlogo.png,Navi Finserv,,,2540,eligible,False,1.0,7.16,IPv4,IN,,True,ET money,,/assets,/assetdetails/navi-finserv/bonds/rcbnf260401/2540,,,,,asset_detail_page,,asset_detail_page,,asset_list,bond,gc_excluded,gc_excluded,invested,True,394.0,True,True,W79CIYLC,ET money
en-US,ip_5c71a04d11,,e9ca5ba5-e26f-4076-be2d-58e6103da9f3,com.rudderlabs.javascript,RudderLabs JavaScript SDK,3.11.17,,1zPDwwVTM2IViEcrnPu1ijq5MB9,invest_now_button_clicked,3f3da45b-d23c-4ccc-80f1-7ab8c96fffa0,Asia/Tokyo,Chrome,Javascript,1366,1029154,4g,Windows,Tokyo,"ZSCALER, INC.",Invest Now Button Clicked,1778673211715.0,,607104,599,1366,POSTGRES,3.11.17,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",,www.google.com,,2026-05-13T17:30:17.029+05:30,2026-05-13T17:30:17.03+05:30,Landscape,Tokyo,2026-05-13T17:30:16.726+05:30,2026-05-13T18:00:07.083+05:30,https://www.gripinvest.in/assetdetails/unifinz-capital-india-limited/ncd/rcbuf260303/2467,RudderLabs JavaScript SDK,GMT+0900,1zPBioi9zJvy4kIey0DcD3upWe6,12,Laptop,ip_7513181376,Japan,/assetdetails/unifinz-capital-india-limited/ncd/rcbuf260303/2467,https://www.google.com/,2026-05-13T17:30:16.727+05:30,,ip_7513181376,,$direct,1,web,https://www.gripinvest.in/assetdetails/unifinz-capital-india-limited/ncd/rcbuf260303/2467,Grow your wealth,768,,,,,,,,,,,,,,,,,,,,,,Website,,,,,Corporate Bonds,True,,Bonds,https://www.gripinvest.in/assetdetails/unifinz-capital-india-limited/ncd/rcbuf260303/2467,Corporate Bonds,Invest Now,True,True,13.0,True,False,60.0,True,npm,https://s3.ap-south-1.amazonaws.com/docs.gripinvest.in/production/asset/2455/website/logo/unifinz_capital_1.png,UNIFINZ CAPITAL INDIA LIMITED,,,2467,eligible,False,1.0,5.17,IPv4,JP,,True,GRIP,,direct,/assetdetails/unifinz-capital-india-limited/ncd/rcbuf260303/2467,,,,,asset_detail_page,,,,,,not_eligible,,,True,,True,True,,
en-US,ip_1202326b56,app.digio.in,7e8e8f5a-3040-4682-b98e-ed286fc00059,com.rudderlabs.javascript,RudderLabs JavaScript SDK,3.11.17,,1zPDwwVTM2IViEcrnPu1ijq5MB9,invest_now_button_clicked,78fdd942-e9cb-4412-8550-6da6c704116c,Asia/Kolkata,Chrome,Javascript,411,1618515,4g,Android,Telangana,Bharti Airtel Ltd. AS for GPRS Service,Invest Now Button Clicked,1778673216610.0,,19981,770,412,POSTGRES,3.11.17,"Mozilla/5.0 (Linux; Android 12; Nokia C12 Pro Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/147.0.7727.137 Mobile Safari/537.36",,www.gripinvest.in,,2026-05-13T17:30:15.538+05:30,2026-05-13T17:30:15.544+05:30,Portrait,Kukatpally,2026-05-13T17:30:17.086+05:30,2026-05-13T18:00:07.083+05:30,https://www.gripinvest.in/assetdetails/best-capital-services-limited/ncd/rcbbc260403/2608,RudderLabs JavaScript SDK,GMT+0530,1zPBioi9zJvy4kIey0DcD3upWe6,35,Phone,ip_1202326b56,India,/assetdetails/best-capital-services-limited/ncd/rcbbc260403/2608,https://www.gripinvest.in/external-ui/b07199d2-7227-4208-8399-e083facbd1d8?partner_id=PAR00396IFA&utm_source=Mobikwik&utm_medium=connect&utm_campaign=gc,2026-05-13T17:30:17.092+05:30,,ip_1202326b56,,https://app.digio.in/,1,web,https://www.gripinvest.in/assetdetails/best-capital-services-limited/ncd/rcbbc260403/2608,Grow your wealth,892,Not received,Not received,,Not received,Mobikwik,Not received,Not received,gc,Not received,connect,Not received,Not received,?partner_id=PAR00396IFA&utm_source=Mobikwik&utm_medium=connect&utm_campaign=gc,Not received,Not received,Not received,,,,,,Website,Mobikwik,64a8a14337e5e,396.0,/user-kyc,Corporate Bonds,True,,Bonds,https://www.gripinvest.in/assetdetails/best-capital-services-limited/ncd/rcbbc260403/2608,Corporate Bonds,,True,True,13.75,True,False,2.0,True,npm,https://s3.ap-south-1.amazonaws.com/docs.gripinvest.in/production/asset/2505/website/logo/best_capital3x.png,BEST CAPITAL SERVICES LIMITED,,,2608,eligible,False,1.0,87.79,IPv4,IN,,False,Mobikwik,,/user-kyc,/assetdetails/best-capital-services-limited/ncd/rcbbc260403/2608,,,,,asset_detail_page,,,,,,gc_excluded,,,True,396.0,False,False,64a8a14337e5e,Mobikwik
en-us,ip_2833757dee,www.gripinvest.in,7c60a2e3-2269-4fde-b747-1f63cef9b701,com.rudderlabs.javascript,RudderLabs JavaScript SDK,3.11.17,,1zPDwwVTM2IViEcrnPu1ijq5MB9,invest_now_button_clicked,59505d83-2802-4540-87ed-da12c551aad0,Asia/Kolkata,Chrome,Javascript,327,1135510,4g,Android,Tamil Nadu,Reliance Jio Infocomm Limited,Invest Now Button Clicked,1778673243546.0,,98411,586,328,POSTGRES,3.11.17,"Mozilla/5.0 (Linux; Android 16; V2511 Build/BP2A.250605.031.A3_V000L1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/148.0.7778.120 Mobile Safari/537.36",,,,2026-05-13T17:30:40.237+05:30,2026-05-13T17:30:40.238+05:30,Portrait,Coimbatore,2026-05-13T17:30:40.642+05:30,2026-05-13T18:00:07.083+05:30,https://www.gripinvest.in/assetdetails/kosamattam-finance-limited/ncd/rcbkm260402/2592,RudderLabs JavaScript SDK,GMT+0530,1zPBioi9zJvy4kIey0DcD3upWe6,33,Phone,ip_2833757dee,India,/assetdetails/kosamattam-finance-limited/ncd/rcbkm260402/2592,$direct,2026-05-13T17:30:40.643+05:30,,ip_2833757dee,,https://www.gripinvest.in/external-ui/f32d7bcc-3dcf-4904-a7dc-bd9a5e683433?partner_id=PAR00394IFA&utm_source=ET+money&utm_medium=connect&utm_campaign=gc,3,web,https://www.gripinvest.in/assetdetails/kosamattam-finance-limited/ncd/rcbkm260402/2592,Grow your wealth,725,Not received,Not received,,Not received,ET money,Not received,Not received,gc,Not received,connect,Not received,Not received,?partner_id=PAR00394IFA&utm_source=ET+money&utm_medium=connect&utm_campaign=gc,Not received,Not received,Not received,,,,,,Website,ET money,W79CIYLC,394.0,/assets,Corporate Bonds,True,,Bonds,https://www.gripinvest.in/assetdetails/kosamattam-finance-limited/ncd/rcbkm260402/2592,Corporate Bonds,,True,True,10.25,True,,100.0,True,npm,https://s3.ap-south-1.amazonaws.com/docs.gripinvest.in/production/asset/1962/website/logo/kosamattamdeallogo.png,KOSAMATTAM FINANCE LIMITED,,,2592,eligible,False,1.0,12.77,IPv4,IN,,True,ET money,,/assets,/assetdetails/kosamattam-finance-limited/ncd/rcbkm260402/2592,,,,,asset_detail_page,,asset_detail_page,,asset_list,bond,gc_excluded,gc_excluded,invested,True,394.0,True,True,W79CIYLC,ET money
en-IN,ip_b12f9a2d72,,cce3cd8f-6914-437b-97c6-d75a028cc7b1,com.rudderlabs.javascript,RudderLabs JavaScript SDK,3.11.17,,1zPDwwVTM2IViEcrnPu1ijq5MB9,invest_now_button_clicked,f5a7293c-2263-47cc-b7f9-3783be8895b8,Asia/Kolkata,Unknown,Javascript,402,768157,Unknown,iOS,Gujarat,Reliance Jio Infocomm Limited,Invest Now Button Clicked,1778673828744.0,,98964,800,402,POSTGRES,3.11.17,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",,,,2026-05-13T17:35:32.902+05:30,2026-05-13T17:35:32.902+05:30,Portrait,Vadodara,2026-05-13T17:35:33.104+05:30,2026-05-13T18:00:07.083+05:30,https://www.gripinvest.in/assets/bonds?filter=highly-rated,RudderLabs JavaScript SDK,GMT+0530,1zPBioi9zJvy4kIey0DcD3upWe6,32,Phone,ip_b12f9a2d72,India,/assets/bonds,$direct,2026-05-13T17:35:33.104+05:30,,ip_b12f9a2d72,,$direct,3,web,https://www.gripinvest.in/assets/bonds?filter=highly-rated,,874,Not received,Not received,,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,,Not received,Not received,Not received,?filter=highly-rated,,,,,Mobile App,,,,/assets,Corporate Bonds,True,,Bonds,https://www.gripinvest.in/assets/bonds?filter=highly-rated,Corporate Bonds,,True,True,12.65,True,False,10.0,True,npm,https://s3.ap-south-1.amazonaws.com/docs.gripinvest.in/production/asset/2573/website/logo/akme_fintradedeallogo.png,Akme Fintrade Ltd.,,,2573,not eligible,False,1.0,,IPv4,IN,,True,GRIP,,/assets,/assets/bonds,,,,,quick_checkout,20.0,quick_checkout,,asset_type_list,bond,not_eligible,treatment,unknown,True,,True,True,,
en-IN,ip_a60151db75,,b940148f-8759-4299-b60b-25f566f96a01,com.rudderlabs.javascript,RudderLabs JavaScript SDK,3.11.17,,1zPDwwVTM2IViEcrnPu1ijq5MB9,invest_now_button_clicked,136aa0d6-ada2-47d8-8a7d-7f6918d7b0bd,Asia/Kolkata,Chrome,Javascript,384,1261405,4g,Android,Gujarat,Vodafone Idea Ltd,Invest Now Button Clicked,1778674123502.0,,19792,752,384,POSTGRES,3.11.17,"Mozilla/5.0 (Linux; Android 16; SM-A556E Build/BP2A.250605.031.A3; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/147.0.7727.137 Mobile Safari/537.36",,,,2026-05-13T17:40:10.873+05:30,2026-05-13T17:40:10.874+05:30,Portrait,Ahmedabad,2026-05-13T17:40:10.855+05:30,2026-05-13T18:00:07.083+05:30,https://www.gripinvest.in/assets/bonds?filter=highly-rated,RudderLabs JavaScript SDK,GMT+0530,1zPBioi9zJvy4kIey0DcD3upWe6,32,Phone,ip_a60151db75,India,/assets/bonds,$direct,2026-05-13T17:40:10.856+05:30,,ip_a60151db75,,$direct,2,web,https://www.gripinvest.in/assets/bonds?filter=highly-rated,,832,Not received,Not received,,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,?utm_source=WHATSAPP&utm_medium=Marketing&utm_campaign=PWA_11052026_M_Launch_Deal_Bond_Moneyboxx_RFQDone_IU_LOTW_Karix,Not received,Not received,Not received,?filter=highly-rated,,,,,Mobile App,,,,/assets,Corporate Bonds,True,,Bonds,https://www.gripinvest.in/assets/bonds?filter=highly-rated,Corporate Bonds,,True,True,12.65,True,False,2.0,True,npm,https://s3.ap-south-1.amazonaws.com/docs.gripinvest.in/production/asset/2573/website/logo/akme_fintradedeallogo.png,Akme Fintrade Ltd.,,,2573,not eligible,False,1.0,,IPv4,IN,,True,GRIP,,/assets,/assets/bonds,,,,,quick_checkout,33.0,quick_checkout,,asset_type_list,bond,not_eligible,treatment,unknown,True,,True,True,,
en-GB,ip_e39514514a,www.gripinvest.in,05a6e8d1-efb1-48a9-88a6-85bc70dec308,com.rudderlabs.javascript,RudderLabs JavaScript SDK,3.11.17,,1zPDwwVTM2IViEcrnPu1ijq5MB9,invest_now_button_clicked,cbe8d00d-c33d-44bb-b7c3-64fbd22bf15f,Asia/Kolkata,Chrome,Javascript,360,1187840,4g,Android,National Capital Territory of Delhi,BHARTI Airtel Ltd.,Invest Now Button Clicked,1778672044976.0,,99907,669,360,POSTGRES,3.11.17,"Mozilla/5.0 (Linux; Android 16; CPH2717 Build/BP2A.250605.015; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/147.0.7727.137 Mobile Safari/537.36",,,,2026-05-13T17:40:12.174+05:30,2026-05-13T17:40:12.175+05:30,Portrait,Kālkāji Devi,2026-05-13T17:40:12.12+05:30,2026-05-13T18:00:07.083+05:30,https://www.gripinvest.in/assetdetails/BEST%20CAPITAL%20SERVICES%20LIMITED/ncd/RCBBC260403/2608?units=10,RudderLabs JavaScript SDK,GMT+0530,1zPBioi9zJvy4kIey0DcD3upWe6,35,Phone,ip_e39514514a,India,/assetdetails/BEST%20CAPITAL%20SERVICES%20LIMITED/ncd/RCBBC260403/2608,$direct,2026-05-13T17:40:12.121+05:30,,ip_e39514514a,,https://www.gripinvest.in/external-ui/342f3e36-3bcd-4b9c-80db-63459797d1c6?partner_id=PAR00396IFA&utm_source=Mobikwik&utm_medium=connect&utm_campaign=gc,3,web,https://www.gripinvest.in/assetdetails/BEST%20CAPITAL%20SERVICES%20LIMITED/ncd/RCBBC260403/2608?units=10,Grow your wealth,798,Not received,Not received,,Not received,Mobikwik,Not received,Not received,gc,Not received,connect,Not received,Not received,?partner_id=PAR00396IFA&utm_source=Mobikwik&utm_medium=connect&utm_campaign=gc,Not received,Not received,Not received,?units=10,,,,,Website,Mobikwik,64237244082aa,396.0,,Corporate Bonds,True,,Bonds,https://www.gripinvest.in/assetdetails/BEST%20CAPITAL%20SERVICES%20LIMITED/ncd/RCBBC260403/2608?units=10,Corporate Bonds,,True,True,13.75,True,False,10.0,True,npm,https://s3.ap-south-1.amazonaws.com/docs.gripinvest.in/production/asset/2505/website/logo/best_capital3x.png,BEST CAPITAL SERVICES LIMITED,,,2608,eligible,False,1.0,87.79,IPv4,IN,,True,Mobikwik,,direct,/assetdetails/BEST%20CAPITAL%20SERVICES%20LIMITED/ncd/RCBBC260403/2608,,,,,asset_detail_page,,,,,,gc_excluded,,,True,396.0,True,True,64237244082aa,Mobikwik
en-GB,ip_d3a92a46ab,,e2bf2d48-66da-4039-b50f-9aa070dcfd2f,com.rudderlabs.javascript,RudderLabs JavaScript SDK,3.11.17,,1zPDwwVTM2IViEcrnPu1ijq5MB9,invest_now_button_clicked,9f91af42-501a-455d-a0ce-e34ea135d043,Asia/Kolkata,Chrome,Javascript,360,967597,4g,Android,Tamil Nadu,Reliance Jio Infocomm Limited,Invest Now Button Clicked,1778674324944.0,,78501,640,360,POSTGRES,3.11.17,"Mozilla/5.0 (Linux; Android 13; SM-G781B Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/147.0.7727.137 Mobile Safari/537.36",,,,2026-05-13T17:42:14.862+05:30,2026-05-13T17:42:14.868+05:30,Portrait,Chennai,2026-05-13T17:42:15.65+05:30,2026-05-13T18:00:07.083+05:30,https://www.gripinvest.in/assetdetails/Muthoottu%20Mini/ncd/RCBMM260501/2639?units=5,RudderLabs JavaScript SDK,GMT+0530,1zPBioi9zJvy4kIey0DcD3upWe6,21,Phone,ip_d3a92a46ab,India,/assetdetails/Muthoottu%20Mini/ncd/RCBMM260501/2639,$direct,2026-05-13T17:42:15.656+05:30,,ip_d3a92a46ab,,$direct,3,web,https://www.gripinvest.in/assetdetails/Muthoottu%20Mini/ncd/RCBMM260501/2639?units=5,Grow your wealth,800,Not received,Not received,,Not received,Tata Digital Private Ltd,Not received,Not received,gc,Not received,connect,Not received,Not received,?partner_id=TAT00021GC&utm_source=Tata+Digital+Private+Ltd&utm_medium=connect&utm_campaign=gc,Not received,Not received,Not received,?units=5,,,,,Website,Tata Digital Private Ltd,65ee8eab-f5bf-41fe-b35f-cd8006add13c,21.0,,Corporate Bonds,True,,Bonds,https://www.gripinvest.in/assetdetails/Muthoottu%20Mini/ncd/RCBMM260501/2639?units=5,Corporate Bonds,,True,True,11.0,True,False,8.0,True,npm,https://s3.ap-south-1.amazonaws.com/docs.gripinvest.in/production/asset/2104/website/logo/muthoot_mcred.png,Muthoottu Mini,,,2639,eligible,False,1.0,7.61,IPv4,IN,,True,Tata Digital Private Ltd,,direct,/assetdetails/Muthoottu%20Mini/ncd/RCBMM260501/2639,,,,,asset_detail_page,,,,,,gc_excluded,,,True,21.0,True,True,65ee8eab-f5bf-41fe-b35f-cd8006add13c,Tata Digital Private Ltd
en-IN,ip_f9a37eaf96,,e56a1f02-3374-4c9c-b551-c3a73fbac28c,com.rudderlabs.javascript,RudderLabs JavaScript SDK,3.11.17,,1zPDwwVTM2IViEcrnPu1ijq5MB9,invest_now_button_clicked,64c243c0-e235-48fa-9f3d-c6a212ea55cf,Asia/Kolkata,Chrome,Javascript,384,876727,4g,Android,Tamil Nadu,"Bharti Airtel Ltd., Telemedia Services",Invest Now Button Clicked,1778674220032.0,,9812,787,385,POSTGRES,3.11.17,"Mozilla/5.0 (Linux; Android 16; SM-S938B Build/BP2A.250605.031.A3; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/147.0.7727.138 Mobile Safari/537.36",,,,2026-05-13T17:43:24.392+05:30,2026-05-13T17:43:24.393+05:30,Portrait,Coimbatore,2026-05-13T17:43:25.311+05:30,2026-05-13T18:00:07.083+05:30,https://www.gripinvest.in/assetdetails/muthoottu-mini/ncd/rcbmm260501/2639,RudderLabs JavaScript SDK,GMT+0530,1zPBioi9zJvy4kIey0DcD3upWe6,21,Phone,ip_f9a37eaf96,India,/assetdetails/muthoottu-mini/ncd/rcbmm260501/2639,$direct,2026-05-13T17:43:25.312+05:30,,ip_f9a37eaf96,,$direct,3,web,https://www.gripinvest.in/assetdetails/muthoottu-mini/ncd/rcbmm260501/2639,Grow your wealth,833,Not received,Not received,,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,,Not received,Not received,Not received,,,,,,Mobile App,,,,/assets,Corporate Bonds,True,,Bonds,https://www.gripinvest.in/assetdetails/muthoottu-mini/ncd/rcbmm260501/2639,Corporate Bonds,,True,True,11.0,True,,1.0,True,npm,https://s3.ap-south-1.amazonaws.com/docs.gripinvest.in/production/asset/2104/website/logo/muthoot_mcred.png,Muthoottu Mini,,,2639,eligible,False,1.0,7.61,IPv4,IN,,False,GRIP,,/assets,/assetdetails/muthoottu-mini/ncd/rcbmm260501/2639,,,,,asset_detail_page,39.0,asset_detail_page,,asset_list,bond,not_eligible,treatment,fti,True,,False,False,,
